id,track_name,artist_names,source,release_date,duration,peak_rank,previous_rank,days_on_chart,rank,streams
5tDxLjAnkojfnXnjOk6mvh,Like Crazy (UK Garage Remix),Jimin,BIGHIT MUSIC,2023-03-26,210,120,126,7,1970,31859355
2D9mO7arRSeHAEHNVAacaA,Seven (feat. Latto) (Instrumental),"Jung Kook, Latto",BIGHIT MUSIC,2023-07-14,184,11,11,2,1971,31745579
4AgFXIVT7hVhBZ5DEOaLu3,tiny love,Thịnh Suy,Yin Yang Media,2021-12-05,158,2,-1,1061,1972,31662980
18uwL0vNUanqZH0ro2QcOP,comethru,Jeremy Zucker,Republic Records,2019-02-15,215,15,191,1067,1973,31656265
7tFwBnuaGXqiiONukPRaCo,Miên Man,Minh Huy,LOOPS Music,2022-06-24,198,9,59,520,1974,31600940
4nNkpu8vY9BtDKUFnDc3YD,Miên Man,Minh Huy,LOOPS Music,2023-09-14,205,19,19,16,1975,31600940
3uT8QfoX0BE8ZJa4h98LDW,Wrong Times,"Puppy, Dangrangto",MaiDao Music,2023-05-17,211,3,6,441,1976,31558115
7bFFUPBiF15n8m8RziqS4o,dự báo thời tiết hôm nay mưa,GREY D,M Music Records,2022-11-22,281,5,52,465,1977,31395581
65cM1nyMf9pFDZVV8xmPX9,dự báo thời tiết hôm nay mưa,GREY D,M Music Records,2022-11-22,281,5,83,801,1978,31395581
6HpDKKSDZ8QpSHfikENIBC,Gác Lại Âu Lo (feat. Miu Lê),"Da LAB, Miu Lê",Yin Yang Media,2020-07-06,202,1,25,418,1979,31355740
6aaNsCMWPBaUuJE1grH6Po,Có Chắc Yêu Là Đây,Sơn Tùng M-TP,Universal Music Indochina Distributed Labels,2020-07-06,202,1,-1,1179,1980,31355740
2SL6oP2YAEQbqsrkOzRGO4,Venom - Music From The Motion Picture,Eminem,Aftermath,2018-08-24,247,91,112,2,1981,30975492
5INyAMdQg6xDb1dcm2ncJf,Anh Thương Em Nhất Mà? (feat. Log & TiB),"Thùy Trang, LOG, Tib",Yin Yang Media,2019-07-15,201,87,197,44,1982,30746904
28bxbqNcAuNxYDZYet6eZ7,Chỉ Một Đêm Nữa Thôi,"RPT MCK, tlinh",N0L4B3L,2023-03-02,142,4,189,687,1983,30741915
5J3m0taZ0W1E9HTE0MwcSv,Simp Gái 808,Low G,Rap Nhà Làm,2023-10-18,162,7,91,473,1984,30498667
7f5np1evozJ5kXUXXztTSm,Hate that…,"KEY, TAEYEON",SM Entertainment,2021-08-30,185,171,-1,1,1985,30401898
3aKXtIPNRoD73KLpsNnNoK,lock / unlock (with benny blanco & Nile Rodgers),"j-hope, Nile Rodgers, benny blanco",BIGHIT MUSIC,2024-03-29,182,69,89,3,1986,30348788
4zFgUpC8z88A9aEo7dnRPN,Trên Tình Bạn Dưới Tình Yêu,MIN,MIN,2022-03-22,199,1,-1,904,1987,30285467
71XAPIWKPk5fvPDWjykA1B,Sau Tat Ca. - Original,ERIK,Music in Air,2019-04-01,270,12,99,390,1988,29943774
0SLhB9JLM4Ksz1XdwK3aQD,Hà Nội,"Obito, Shiki, VSTRA",12 trái lê,2023-10-10,166,5,24,265,1989,29866108
5PGh9MyKry8slG5AfvD1eD,Hà Nội,"Obito, Shiki, VSTRA",12 trái lê,2023-10-10,166,5,55,478,1990,29866108
3qhYidu0cemx1v9PgTtpS5,Chúng Ta Của Tương Lai,Sơn Tùng M-TP,Universal Music Indochina Distributed Labels,2024-03-08,250,1,2,40,1991,29769029
3OVMe3H6iAxbLF8iD2UYrw,Chúng Ta Của Tương Lai,Sơn Tùng M-TP,Universal Music Indochina Distributed Labels,2024-03-08,250,1,86,331,1992,29769029
0E13SojrSD7WpPyvzqZaKR,Anh Đừng Đi,"Lyly, Andiez",Universal Music Indochina Distributed Labels,2021-05-05,293,135,179,10,1993,29759104
1qXl1gJnHmBDRF34W0dQpl,Gió (Chill Version),Vũ Cát Tường,Viettel,2019-12-06,293,187,-1,1,1994,29759104
2oVoSgGAlog02WQ2pLCxcT,Now You're Gone (feat. Zara Larsson),"Tom Walker, Zara Larsson",Relentless Records,2019-03-01,192,146,-1,1,1995,29745991
3IA9LkBEVhJDOxOnh1nf8a,Butter (Holiday Remix),BTS,BIGHIT MUSIC,2021-12-03,162,2,154,29,1996,29509927
6GJi4nSZOiTOU2FhsgxWyH,Bước Qua Nhau,Vũ.,WM Vietnam,2021-11-11,258,1,38,295,1997,29330493
38rjRVqEHSlDRrDWDvjkqW,Bước Qua Nhau,Vũ.,WM Vietnam,2022-09-09,258,1,149,838,1998,29330493
7ILEWkpfdK6AjH2D7jppWk,Don't Check On Me (feat. Justin Bieber & Ink),"Chris Brown, Justin Bieber, Ink",Chris Brown Entertainment/RCA Records,2019-07-01,246,134,155,28,1999,29246953
3ywloFncaUlYKlxcmGB3vT,Hãy Trao Cho Anh,"Sơn Tùng M-TP, Snoop Dogg",Universal Music Indochina Distributed Labels,2019-07-03,246,2,-1,1,2000,29246953
0kHgteR4TV4LO80wrasDSR,Bạn Đời,"Karik, GDucky",WM Vietnam,2023-10-04,301,5,50,271,2001,29200562
0fGJiHH6xSUJU1MAVjxq5m,Bạn Đời,"Karik, GDucky",WM Vietnam,2024-07-11,306,5,62,485,2002,29200562
3DeK5G7OhuJ1P1462XXgIu,Falling,Jin,BIGHIT MUSIC,2024-11-15,179,25,-1,1,2003,29129663
6KgZf5gZgF1KLNxq1qZgHP,Anh Là Ngoại Lệ Của Em,Phương Ly,WM Vietnam,2023-10-05,188,6,115,484,2004,29110705
4xbq37lr4SuP3kuxj9y8gp,Another Level,Jin,BIGHIT MUSIC,2024-11-15,163,21,-1,1,2005,29040501
6nhc3daOpKaZBRj2ZFWfc7,My Universe - Acoustic Version,"Coldplay, BTS",Parlophone UK,2021-09-27,223,70,83,5,2006,29023662
7cjojsJwncbiCI0rqOOf9j,To My First,NCT DREAM,SM Entertainment,2022-05-30,183,133,133,2,2007,28968790
6Pgkp4qUoTmJIPn7ReaGxL,Without You (feat. Sandro Cavazza),"Avicii, Sandro Cavazza",Universal Music AB,2018-12-19,208,1,-1,51,2008,28884879
41CgzGD7xlgnJe14R4cqkL,Paris in the Rain,Lauv,Lauv,2018-05-31,170,81,196,163,2009,28865489
5yrPkBvOBvqfSjDhoRzDlO,Tại Vì Sao,"RPT MCK, LOPE PHAM",CDSL,2022-09-23,203,3,52,160,2010,28619871
3440g8awr2l0E5Yy2X5Epk,Tại Vì Sao,RPT MCK,N0L4B3L,2023-03-02,203,3,-1,739,2011,28619871
0Gxnj8yTGYxMYyWcR4wawW,on the street (solo version),j-hope,BIGHIT MUSIC,2024-03-29,192,54,112,4,2012,28300466
1S2bDD6ShRSHgcC5m9Qkf0,cô gái nhân ái,Phùng Khánh Linh,Universal Music Indochina Distributed Labels,2018-03-01,234,143,197,8,2013,28167525
4Iz5EWPCAT8jYNk4IpLoll,Dù Cho Mai Về Sau,buitruonglinh,Yin Yang Media,2020-11-17,234,9,134,1397,2014,28167525
161DnLWsx1i3u1JT05lzqU,Talking to the Moon,Bruno Mars,Atlantic Records,2021-06-04,162,42,167,238,2015,28124697
2xOhv7XudrBDtkID1jwsFE,Từng Là,Vũ Cát Tường,Universal Music Indochina Distributed Labels,2024-03-01,253,2,54,337,2016,28086704
43OkLcIBJxhuIvyxY6Fqiu,ĐÃ TỪNG LÀ,Vũ.,WM Vietnam,2020-04-29,197,6,164,125,2017,28012267
3DLtPObflLQBodZN8qGODT,2AM,"JustaTee, BigDaddy",WM Vietnam,2022-05-10,258,14,77,1004,2018,27780036
3Wrjm47oTz2sjIgck11l5e,Beggin',Måneskin,RCA Records Label,2021-06-28,237,55,110,108,2019,27697520
6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),"Sam Smith, Normani",PLG - Capitol,2019-01-01,213,3,161,583,2020,27676558
6eB2sy8qqovVEuSS6cGRb7,Yêu Một Người Có Lẽ,"Lou Hoàng, Miu Lê",Onlyc Entertainment,2022-11-30,253,26,36,480,2021,27421248
2o4dDfLK6NVI7TjBm5VoMv,Yêu Một Người Có Lẽ,"Lou Hoàng, Miu Lê",Onlyc Entertainment,2016-03-07,254,26,152,1112,2022,27421248
4hNVgNMncBxoYrb5D7dikN,pages,WIMY,BAD KIDS,2023-10-27,199,75,193,36,2023,27414739
4OXAneZHFJyQV1RuzCzmH3,"Buồn Hay Vui (feat. RPT MCK, Obito, Ronboogz & Boyzed)","VSOUL, RPT MCK, Obito, Ronboogz, Boyzed",12 trái lê,2023-12-25,292,3,106,402,2024,27329740
1khMN4Adfi3LrZvxOq4YM5,"Buồn Hay Vui (feat. RPT MCK, Obito, Ronboogz & Boyzed)","VSOUL, RPT MCK, Obito, Ronboogz, Boyzed",12 trái lê,2023-12-25,292,3,86,264,2025,27297270
6rVaOdWvFaNyVVXda0NPJy,Nàng Thơ,Hoàng Dũng,Yin Yang Media,2020-09-25,222,1,17,409,2026,27175474
0AfV1Fr2nWmXFxC3RkhawH,Ra Là Em Đâu Quá Mong Manh,Charmy Pham,Tinh Tam Bui,2019-07-03,177,24,-1,186,2027,27048596
6SM3TJaWkmT8Iq8l9J0BIS,Dynamite (Holiday Remix),BTS,BIGHIT MUSIC,2020-12-11,213,145,-1,2,2028,26931719
255vSRpVq5YYKBJiem1BVx,Chơi Như Tụi Mỹ,Andree Right Hand,$maker Music,2022-12-30,161,3,182,607,2029,26866900
5sTLGx6c7YRwnrWm6O091n,Supernova Love,"IVE, David Guetta",Virgin,2024-11-08,200,117,121,7,2030,26794650
1nwdfbj4UyRMpa9L98a4Yi,Blue Side,j-hope,BIGHIT MUSIC,2021-03-02,199,7,190,9,2031,26746964
41DlPJXKTCypXdf2eSqa03,bình yên,"Vũ., Binz",WM Vietnam,2024-09-27,196,3,14,156,2032,26639397
5IZDnmnMBzLnE6APoYL26d,bình yên,"Vũ., Binz",WM Vietnam,2024-08-29,202,3,3,18,2033,26533771
6D94p9ASguBcYlDC0o56vx,NOLOVENOLIFE,HIEUTHUHAI,M Music Records,2023-10-16,171,22,34,473,2034,26336976
4X2vrRE8Pi5hBMbWRjofAU,NOLOVENOLIFE,HIEUTHUHAI,M Music Records,2023-10-16,171,22,42,137,2035,26336976
5Yn6iA7o8aUHxB4sJQmVwu,是你,梦然,沈阳匠人音乐文化传播有限公司,2022-01-01,222,64,91,46,2036,26293305
7gYKASXibOLyet8JTBJOO2,是你,梦然,沈阳匠人音乐文化传播有限公司,2022-07-25,223,64,197,105,2037,26293305
2JuHIbFudHwDqQssgqsH3i,Lệ Lưu Ly,"Vũ Phụng Tiên, DT TAP RAP, Drum7",Big Arts Entertainment,2023-09-20,201,6,117,499,2038,26241290
5QiNbIilmMiMBXvaAlf7lN,Who Do You Love,"The Chainsmokers, 5 Seconds of Summer",Disruptor Records/Columbia,2019-05-15,204,16,138,189,2039,26152388
7AD5F85waSb3yZxZxEXhJM,Có Ai Thương Em Như Anh,"Tóc Tiên, Touliver",Yin Yang Media,2018-01-01,231,20,179,868,2040,26044167
5Msoarj5hk9LguTtiIyqug,Ngày Đầu Tiên,Đức Phúc,Duc Phuc,2022-02-11,209,2,-1,779,2041,26004841
5c2BZj7YSGHwvjf2CtO2S4,I will come to you,Jin,BIGHIT MUSIC,2024-11-15,157,30,-1,1,2042,25977654
5J90ah0ppUSev1uahqQiN6,Anh Đánh Rơi Người Yêu Này,"Andiez, AMEE",MaiDao Music,2019-07-15,218,15,190,799,2043,25950388
074ZzFyAvexkC3IWB2E6kK,Anh Đánh Rơi Người Yêu Này,"Andiez, AMEE",MaiDao Music,2022-11-30,208,32,33,26,2044,25950388
0Nz6SyAceTkTy4lCDgqFJ7,Anh Đánh Rơi Người Yêu Này,"Andiez, AMEE",MaiDao Music,2019-07-15,218,15,43,159,2045,25950388
4Wdwvi2C5MD8zDi9Kg3x4X,Chúng Ta Sau Này,T.R.I,Yin Yang Media,2019-04-14,259,24,68,212,2046,25876094
71Q8QWLpvwvfQ6zM5BdCnm,Liệu Giờ (feat. Văn),"2T, Văn",LOOPS Music,2019-04-14,259,20,199,1569,2047,25876094
59qrUpoplZxbIZxk6X0Bm3,Take You Dancing,Jason Derulo,Atlantic Records,2019-04-20,259,33,122,103,2048,25876094
5hkAuvgkOrd4KpDOlCNsvW,Waiting For You,"MONO, Onionn.",M Music Records,2022-08-18,266,1,150,410,2049,25788616
3CeCwYWvdfXbZLXFhBrbnf,Love Story (Taylor’s Version),Taylor Swift,Taylor Swift,2021-04-20,228,16,92,18,2050,25654673
76KYaCx7UjHwlnrqzcovLZ,10 Ngàn Năm,PC,12 trái lê,2019-12-21,240,25,40,779,2051,25550895
2pm7K14nHj2fLrpU8j9bit,10 Ngàn Năm,PC,12 trái lê,2019-12-21,240,25,114,962,2052,25550895
2a5hng9yXtbjtTVVm9UviC,Mơ,Vũ Cát Tường,Universal Music Indochina Distributed Labels,2016-01-01,262,16,60,858,2053,25503517
6Q2oEdOhRjZ1DTv2a7j0lN,Ghé Qua,"PC, Dick, tofutns",12 trái lê,2018-03-17,237,59,143,1570,2054,25503091
3z06k8YF9CqX0CGFrlekOK,everything sucks,vaultboy,Fast Friends,2017-12-08,237,110,176,49,2055,25503091
0Z2aGSjqO9RI3AKNwLSonR,Buồn Làm Chi Em Ơi,Hoài Lâm,NhacCuaTui,2019-02-16,237,117,148,17,2056,25503091
4ecVWqbtW6phQGpZMAyqIU,Not Shy,ITZY,Republic Records - ITZY,2020-08-28,198,24,164,60,2057,25281474
2doGmsaPLdot51o80juiYU,Đánh Đổi,"Obito, Shiki, RPT MCK",12 trái lê,2023-10-10,227,6,60,266,2058,25263317
1UQNU5O9VttUgO16pxUnjw,Đánh Đổi,"Obito, Shiki, RPT MCK",12 trái lê,2023-10-10,227,6,79,479,2059,25263317
3Ys2PYl1wyPKQIwyqhP9cQ,Stay Gold,BTS,Universal Music LLC,2018-08-19,166,1,196,131,2060,25254578
2JqnpexlO9dmvjUMCaLCLJ,Love Someone,Lukas Graham,Warner Records,2018-08-29,166,5,13,37,2061,25237938
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,Vertigo Berlin,2019-05-31,190,16,-1,987,2062,25170020
58GV8DCjojFSplLejcHIYu,i'm so tired...,"Lauv, Troye Sivan",Lauv,2020-02-14,144,6,127,400,2063,25099644
2uZmeuNAxSm7XfVIwLkhCx,nhắn nhủ,Ronboogz,MaiDao Music,2023-12-12,241,12,73,414,2064,24843775
5AVPelpkccFdZdepfo2GhM,Sirenen (feat. AK Ausserkontrolle),"Kontra K, AK AUSSERKONTROLLE",BMG Rights Management GmbH,2020-08-28,197,23,23,2,2065,24649030
5sPaFuUttXaGeMhq1HKJG5,Cross Your Mind,Calum Scott,Capitol Records,2022-06-17,213,136,166,7,2066,24631466
6qI0MU175Dk2DeoUjlrOpy,911,Lady Gaga,Interscope,2020-06-01,225,22,61,4,2067,24622856
4jEd2Akotr3xWhR36Xcuhw,Suýt Nữa Thì,Andiez,"HONG AN ENTERTAIMENT,.JSC",2018-08-13,286,73,93,325,2068,24533294
3eng6TJxpqjvDkxRpnfnhB,Big Plans,Why Don't We,Atlantic Records,2018-03-01,283,53,193,142,2069,24533294
1GJ3suxtUVaguVQRemw6Zp,Suýt Nữa Thì...,Andiez,MaiDao Music,2018-08-13,281,66,175,893,2070,24533294
50aQbgfdydBXABx2gATQHn,dance all night,ROSÉ,Atlantic Records,2024-12-06,215,30,103,57,2071,24508263
3CmacJj7VC4W6daC8BWd0h,Mất Kết Nối,Dương Domic,DAO Entertainment,2024-11-22,207,1,2,71,2072,24476798
6jcLKVmEKAQIXIVHJZ8vzS,tình yêu chậm trễ,"MONSTAR, GREY D, NICKY, VƯƠNG BÌNH",Yin Yang Media,2021-08-01,245,39,153,788,2073,24436471
6Bwfp26rlqnG7RKAYin4Ru,Chẳng Thể Tìm Được Em,"PhucXp, Freak D",MaiDao Music,2021-02-04,269,52,167,168,2074,24434812
1dUmmBh2nw8XzEI3au0uFs,Chết Trong Em,Thịnh Suy,InQ International,2022-11-17,257,3,185,803,2075,24381441
4QjxvzEFwb63NZ1pp3wvHy,Chết Trong Em,Thịnh Suy,InQ International,2022-10-31,257,3,4,15,2076,24381441
3QD2NfLEIvMRbzv2uTu4B7,Anh Chưa Thương Em Đến Vậy Đâu,Myra Trần,Sony Music Entertainment,2023-01-04,271,4,199,630,2077,24185360
7kpNUrBDYDoX6QKGzrBD1R,Thôi Em Đừng Đi,"RPT MCK, Trung Trần",N0L4B3L,2023-03-02,173,8,-1,556,2078,24146977
6X29iaaazwho3ab7GNue5r,8,Billie Eilish,Darkroom/Interscope Records,2019-03-24,213,90,109,4,2079,23858235
3hqOrxH5qPlvrApcb7Ac8c,Lan Man,Ronboogz,MaiDao Music,2023-03-25,216,23,111,661,2080,23849168
7j3XQm7RR8T2EzaYtYK4rc,Crush 2,"W/N, Tezzy, Tien",RioX Records,2019-12-07,120,43,-1,868,2081,23703037
0vkExWiBJSrfWnlMC7x48b,Không Yêu Xin Đừng Nói (Piano Version),UMIE,LOOPS Music,2022-01-22,244,30,178,704,2082,23541951
53vcJaw0rQEux8YK9EDOxE,Không Yêu Xin Đừng Nói (Piano Version),UMIE,LOOPS Music,2022-01-22,244,118,163,2,2083,23541951
4z0vfU3JiAsl99ZHL29hMm,Close to You,Jin,"SORI NARLY, Studio Dragon, KEYEAST",2025-01-26,228,36,186,6,2084,23441913
2zRzmGerfTxc2epZHgaTdh,Cho Tôi Lang Thang,"Ngọt, Đen",Ngọt,2018-03-27,259,18,168,1645,2085,23387039
6mQLN3zRtAp6ovjusyYKrV,Rewrite The Stars (with James Arthur & Anne-Marie),"James Arthur, Anne-Marie",Atlantic Records,2018-11-03,259,40,124,128,2086,23363768
2FY7b99s15jUprqC0M5NCT,Natural,Imagine Dragons,Kid Ina Korner / Interscope,2017-03-08,259,14,81,125,2087,23363768
21PfXNAfEIaw1XZeSFGHkt,Mượn Rượu Tỏ Tình,"BigDaddy, Emily",MUNIZ MUSIC COMPANY LIMITED,2019-01-18,198,1,117,1159,2088,23247772
4x8vUZgiQWB25eS2M0we6Q,Mượn Rượu Tỏ Tình,"BigDaddy, Emily",MUNIZ MUSIC COMPANY LIMITED,2019-01-18,198,1,119,1158,2089,23247772
4stGDwiLe6DYjxCDSo4Xqf,Chờ Anh Nhé,"Hoàng Dũng, Hoàng Rob",Lirico Entertainment,2019-01-18,198,141,187,69,2090,23247772
0aeZzfSoZAcETjba8MCvco,Tell Me It's Over,Avril Lavigne,BMG Rights Management (US) LLC,2019-02-18,198,200,-1,1,2091,23232611
5ecu1BvimgOepth3Scn0mK,hai triệu năm - Madihu mix,"Đen, Madihu, Biên",Đen,2019-08-22,233,81,157,41,2092,23232239
6Pgmqg15yVexuOgtzuxwoX,Dancing in My Room,347aidan,Columbia,2019-07-22,233,112,134,68,2093,23232239
0gzpqwLf1jhNjnSJEyweAX,Tình cờ yêu em,"Kuun Đức Nam, Linh Thộn",MaiDao Music,2023-06-10,258,9,167,523,2094,23082345
6XJsQ5nqCu8RUv9pv1iz1x,Người Hãy Quên Em Đi,Mỹ Tâm,MT Entertainment,2017-08-02,218,1,74,659,2095,23041707
54bFM56PmE4YLRnqpW6Tha,Therefore I Am,Billie Eilish,Darkroom/Interscope Records,2020-12-16,204,20,180,79,2096,23029261
0hiQvlWSSTr7n1kc1X2Lus,Bật Nhạc Lên,"HIEUTHUHAI, Harmonie",GERDNANG,2020-06-12,200,54,135,1537,2097,23008909
7MbT4I8qGntX4fMdqMQgke,peace,Taylor Swift,Taylor Swift,2020-06-12,200,51,126,8,2098,23008909
1HDrKXya87GMQfAGPlqNS9,Muốn Nói Với Em,"T Team, DT TAP RAP",Yin Yang Media,2020-06-29,217,12,91,479,2099,22842581
5tdz7T4hTxA1ipJMBe24uX,"ex's hate me, Pt.2",AMEE,Yin Yang Media,2020-06-20,217,11,149,833,2100,22806571
5Bq05H6sE8g5NLfgjyapfr,"ex's hate me, Pt.2",AMEE,Yin Yang Media,2020-06-28,217,11,-1,621,2101,22806571
6wyr4ReB05D9sJB1Rsmcqo,Chicken Noodle Soup (feat. Becky G),"j-hope, Becky G",BIGHIT MUSIC,2019-09-26,223,8,-1,58,2102,22790754
0AJi38NumMDXqo8pRw6zdh,LẦN CUỐI (đi bên em xót xa người ơi),Ngọt,Ngọt,2019-06-10,223,3,193,1177,2103,22790754
2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)","Dan + Shay, Justin Bieber",Warner Music Nashville,2019-10-06,223,2,-1,304,2104,22790754
3As0OA5B06BxLfADvYyG8L,Stay Tonight,CHUNG HA,MNH ENTERTAINMENT,2020-04-29,188,98,188,18,2105,22562996
2qWP5ZarXRsdmxzz3L3BtP,có hẹn với thanh xuân,"SUNI, Hoàng Dũng, GREY D, Orange, tlinh",Universal Music Indochina Distributed Labels,2022-07-24,222,22,160,798,2106,22537582
5cvW3PYJeQjRTnj9vHP5Va,Cà Phê,MIN,MIN,2022-03-22,191,16,183,453,2107,22503291
1TQXIltqoZ5XXyfCbAeSQQ,Dancing With Your Ghost,Sasha Alex Sloan,RCA Records Label,2020-04-29,211,83,195,580,2108,22406018
3tDF6qjNrabjnb23RB2rpa,too bad for us,ROSÉ,Atlantic Records,2024-12-06,236,24,93,56,2109,22364287
2TENPSXQkWNgEFxmi4PRWE,Tiger Inside,SuperM,SM Entertainment/Capitol Records,2017-01-01,240,151,-1,1,2110,22183483
4h3K653rm69JYWpO4du2BJ,Chờ Đợi Có Đáng Sợ,Andiez,Yin Yang Media,2020-07-20,283,70,165,963,2111,22009306
0ZNU020wNYvgW84iljPkPP,mirrorball,Taylor Swift,Taylor Swift,2018-03-01,283,25,48,8,2112,22009306
0X28PqBpbQhWdi4usYw0w5,Tò Te Tí,"Wren Evans, itsnk",Universal Music Indochina,2023-12-17,195,1,166,334,2113,21941919
57Enap29zKl7NGRdDJjkjA,Forever Young,BLACKPINK,YG Entertainment,2018-07-05,230,2,144,125,2114,21904473
4L6ihclQPu1hqP9r3WNJjQ,Free Woman,Lady Gaga,Interscope,2020-06-01,187,27,83,4,2115,21839878
5cml547MByVlaVrKU2lJTg,Em iu,"Andree Right Hand, Wxrdie, Bình Gold, 2pillz",$maker Music,2022-01-30,180,17,-1,617,2116,21811819
09C8pAhOWcDiLL1n1I6lqt,Hear Me Out,EXO,SM Entertainment,2023-07-10,204,99,115,8,2117,21695747
2anWKmV4Je8175CHvemHV9,để tôi ôm em bằng giai điệu này,"Kai Đinh, MIN, GREY D",Yin Yang Media,2022-12-21,265,11,26,113,2118,21610167
5qbjUmVV1yOOjcMOInNPYD,để tôi ôm em bằng giai điệu này,"Kai Đinh, MIN, GREY D",Yin Yang Media,2022-12-22,265,11,197,583,2119,21610167
5mBWIm9EGnhZRYBYgAS72m,Để Mị Nói Cho Mà Nghe,Hoàng Thùy Linh,The Leader Entertainment,2019-10-20,232,3,119,647,2120,21586581
3COYA2vgfcUhDyRlVpZy5p,PHÓNG ZÌN ZÌN,"tlinh, Low G",M Music Records,2024-09-18,203,4,22,135,2121,21537244
6XRcOMGLBYVWYbMHE70nK2,Nothin' on Me,Leah Marie Perez,leah marie perez,2020-10-21,218,118,178,60,2122,21452873
3K7RddI2L8Wiv7uIbrhfLc,Rồi Em Sẽ Gặp Một Chàng Trai Khác,"The Masked Singer, Lâm Bảo Ngọc, Hứa Kim Tuyền",THE MASKED SINGER,2023-11-12,304,10,-1,424,2123,21345049
62SFLTN7txImu8pQwBMP6A,Bật Tình Yêu Lên,"Tăng Duy Tân, Hoà Minzy",Big Arts Entertainment,2023-02-14,204,3,187,525,2124,21317714
2lNQ0rDuTKcP6BgRFkkq3p,Dynamite (Acoustic Remix),BTS,BIGHIT MUSIC,2020-08-28,199,3,184,38,2125,21316368
3vAn0qZzdyuHamcrpkfiX3,How You Like That,BLACKPINK,YG Entertainment,2018-03-01,247,1,24,97,2126,21253900
6m1oexLqQpf9nbrkrHXOWc,từ chối nhẹ nhàng thôi,"Bích Phương, Phuc Du",Yin Yang Media,2020-05-17,247,1,184,719,2127,21244161
67siqMtQTGPpJZI4Dz8OpM,not the same,ROSÉ,Atlantic Records,2024-12-06,184,23,128,52,2128,21213710
5a3tLTGA0HIDtrvnszXXBN,call it the end,ROSÉ,Atlantic Records,2024-12-06,141,28,126,53,2129,21179478
58cJoCGewytPG3zDeZPvoq,lời tạm biệt chưa nói,"GREY D, Orange, Kai Đinh",Universal Music Indochina Distributed Labels,2022-11-30,259,20,86,130,2130,21085709
3AejRjgBsFV4HWHjJmmEP7,lời tạm biệt chưa nói,"GREY D, Orange, Kai Đinh",Universal Music Indochina Distributed Labels,2022-07-24,259,20,196,795,2131,21085709
7M30L99pePlQ3wh8IxVUsD,With you - Instrumental,"Jimin, HA SUNG WOON","Genie Music Corporation, Stone Music Entertainment",2022-04-24,201,14,120,22,2132,21007612
7gSQxwCpEMjg8wb6Y3oqe7,"HÀO QUANG (feat. RHYDER, Dương Domic & Pháp Kiều)","ANH TRAI ""SAY HI"", RHYDER, Dương Domic, Pháp Kiều",Anh Trai Say Hi,2024-08-06,245,6,29,201,2133,20937179
3EQjXzlXY0dyOovq0Awe91,"HÀO QUANG (feat. RHYDER, Dương Domic & Pháp Kiều)","ANH TRAI ""SAY HI"", RHYDER, Dương Domic, Pháp Kiều",Anh Trai Say Hi,2024-07-15,245,6,6,18,2134,20937179
5ppEcbmLECxrMYgDxwIJaP,Anh Đếch Cần Gì Nhiều Ngoài Em,"Đen, Thành Đồng, Vũ.",Đen,2018-11-15,217,1,-1,1216,2135,20902354
7gxlKu5NBdbOHD5aHBAouf,Cho Tôi Lang Thang,"Ngọt, Đen",Ngọt,2018-11-15,217,18,159,901,2136,20888054
05X3a0YGmS1rbH50aL8lGF,Một Ngàn Nỗi Đau,"Văn Mai Hương, Hứa Kim Tuyền",Yin Yang Media,2022-06-23,322,7,137,714,2137,20746039
3P3rcI48wwVEgxF5vPM6pG,Buông Đôi Tay Nhau Ra,Sơn Tùng M-TP,Universal Music Indochina Distributed Labels,2017-04-01,227,46,160,567,2138,20741034
2vYaldhZyuRk6me6yowg8e,Buông Đôi Tay Nhau Ra,Sơn Tùng M-TP,Universal Music Indochina Distributed Labels,2017-04-01,227,46,131,402,2139,20741034
0YRtuiIMa3FM3LywGlJIii,Buông Đôi Tay Nhau Ra,Sơn Tùng M-TP,Universal Music Indochina Distributed Labels,2013-01-01,227,81,-1,237,2140,20741034
42QLP7Z6KvkOV7vYr8RaLD,Softest Touch,Khalid,"Right Hand Music Group, LLC/RCA Records",2023-03-31,164,173,-1,1,2141,20717722
6muOWhMh7Tf0UFUtMDBhUR,Orphans,Coldplay,Parlophone UK,2019-10-25,170,151,158,7,2142,20591060
2kauMp3YNHXULGXyJh4321,Phóng Đổ Tim Em,"Wren Evans, itsnk",Universal Music Indochina,2023-12-17,134,8,128,349,2143,20573312
4NTanSVXBkQ2NmDEbr2vLE,Trái đất ôm Mặt trời,"Kai Đinh, GREY D, Hoàng Thùy Linh",Yin Yang Media,2023-12-18,195,5,163,403,2144,20328726
3rx7g2qRxKscgtQUiKwQvN,ThichThich,Phương Ly,PHUONG LY,2022-07-24,242,5,166,599,2145,20327936
3wUp8eCTshIrJcYbjWaoyP,ThichThich,Phương Ly,PHUONG LY,2022-07-24,242,5,84,373,2146,20327936
7fNHfgOxPLcg4mQLhCnOHB,XTC (Xích Thêm Chút) (Remix),"Rapital, Groovie Lã Thắng, tlinh, RPT MCK",M Music Records,2021-06-21,244,82,130,1268,2147,20255415
40uMIn2zJLAQhNXghRjBed,Motley Crew,Post Malone,Republic Records,2021-06-21,244,107,110,7,2148,20255415
